word	polarity
mourn	-0.11
mourner	-0.31
mournful	-0.41
mournfully	-0.61
muddle	-0.21
muddy	-0.11
mudslinger	-0.61
mudslinging	-0.71
mulish	-0.21
multi-polarization	-1.41
mundane	-0.31
murder	-0.21
murderer	-0.41
murderous	-0.51
murderously	-0.71
murky	-0.11
muscle-flexing	-1.01
mushy	-0.11
musty	-0.11
mysterious	-0.61
mysteriously	-0.81
mystery	-0.31
mystify	-0.31
myth	-0.01
nag	0
nagging	-0.31
naive	-0.11
naively	-0.31
narrower	-0.41
nastily	-0.31
nastiness	-0.51
nasty	-0.11
naughty	-0.31
nauseate	-0.41
nauseates	-0.51
nauseating	-0.61
nauseatingly	-0.81
naïve	-0.11
nebulous	-0.41
nebulously	-0.61
needless	-0.41
needlessly	-0.61
needy	-0.11
nefarious	-0.51
nefariously	-0.71
negate	-0.21
negation	-0.41
negative	-0.41
negatives	-0.51
negativity	-0.61
neglect	-0.31
neglected	-0.51
negligence	-0.61
negligent	-0.51
nemesis	-0.31
nepotism	-0.41
nervous	-0.31
nervously	-0.51
nervousness	-0.71
nettle	-0.21
nettlesome	-0.61
neurotic	-0.41
neurotically	-0.81
niggle	-0.21
niggles	-0.31
nightmare	-0.51
nightmarish	-0.71
nightmarishly	-0.91
nitpick	-0.31
nitpicking	-0.61
noise	-0.11
noises	-0.21
noisier	-0.31
noisy	-0.11
non-confidence	-1.01
nonexistent	-0.71
nonresponsive	-0.91
nonsense	-0.41
nosey	-0.11
notoriety	-0.51
notorious	-0.51
notoriously	-0.71
noxious	-0.31
nuisance	-0.41
numb	-0.01
obese	-0.11
object	-0.21
objection	-0.51
objectionable	-0.91
objections	-0.61
oblique	-0.31
obliterate	-0.61
obliterated	-0.71
oblivious	-0.51
obnoxious	-0.51
obnoxiously	-0.71
obscene	-0.31
obscenely	-0.51
obscenity	-0.51
obscure	-0.31
obscured	-0.41
obscures	-0.41
obscurity	-0.51
obsess	-0.21
obsessive	-0.51
obsessively	-0.71
obsessiveness	-0.91
obsolete	-0.41
obstacle	-0.41
obstinate	-0.51
obstinately	-0.71
obstruct	-0.41
obstructed	-0.61
obstructing	-0.71
obstruction	-0.71
obstructs	-0.51
obtrusive	-0.51
obtuse	-0.21
occlude	-0.31
occluded	-0.41
occludes	-0.41
occluding	-0.51
odd	0
odder	-0.11
oddest	-0.21
oddities	-0.41
oddity	-0.21
oddly	-0.11
odor	-0.01
offence	-0.31
offend	-0.21
offender	-0.41
offending	-0.51
offenses	-0.41
offensive	-0.51
offensively	-0.71
offensiveness	-0.91
officious	-0.51
ominous	-0.31
ominously	-0.51
omission	-0.41
omit	-0.01
one-sided	-0.51
onerous	-0.31
onerously	-0.51
onslaught	-0.51
opinionated	-0.71
opponent	-0.41
opportunistic	-0.91
oppose	-0.21
opposition	-0.61
oppositions	-0.71
oppress	-0.31
oppression	-0.61
oppressive	-0.61
oppressively	-0.81
oppressiveness	-1.01
oppressors	-0.61
ordeal	-0.21
orphan	-0.21
ostracize	-0.51
outbreak	-0.41
outburst	-0.41
outbursts	-0.51
outcast	-0.31
outcry	-0.21
outlaw	-0.21
outmoded	-0.41
outrage	-0.31
outraged	-0.41
outrageous	-0.61
outrageously	-0.81
outrageousness	-1.01
outrages	-0.41
outsider	-0.41
over-acted	-0.61
over-awe	-0.41
over-balanced	-0.91
over-hyped	-0.61
over-priced	-0.71
over-valuation	-1.01
overact	-0.31
overacted	-0.51
overawe	-0.31
overbalance	-0.71
overbalanced	-0.81
overbearing	-0.71
overbearingly	-0.91
overblown	-0.51
overdo	-0.21
overdone	-0.41
overdue	-0.31
overemphasize	-0.91
overheat	-0.41
overkill	-0.41
overloaded	-0.61
overlook	-0.41
overpaid	-0.41
overpayed	-0.51
overplay	-0.41
overpower	-0.51
overpriced	-0.61
overrated	-0.51
overreach	-0.51
overrun	-0.31
overshadow	-0.61
oversight	-0.51
oversights	-0.61
oversimplification	-1.41
oversimplified	-1.01
oversimplify	-0.81
oversize	-0.41
overstate	-0.51
overstated	-0.61
overstatement	-0.91
overstatements	-1.01
overstates	-0.61
overtaxed	-0.51
overthrow	-0.51
overthrows	-0.61
overturn	-0.41
overweight	-0.61
overwhelm	-0.51
overwhelmed	-0.71
overwhelming	-0.81
overwhelmingly	-1.01
overwhelms	-0.61
overzealous	-0.71
overzealously	-0.91
overzelous	-0.61
pain	-0.01
painful	-0.31
painfull	-0.41
painfully	-0.51
pains	-0.11
pale	-0.01
pales	-0.11
paltry	-0.21
pan	0
pandemonium	-0.71
pander	-0.21
pandering	-0.51
panders	-0.31
panic	-0.11
panick	-0.21
panicked	-0.41
panicking	-0.51
panicky	-0.31
paradoxical	-0.71
paradoxically	-0.91
paralize	-0.41
paralyzed	-0.51
paranoia	-0.41
paranoid	-0.41
parasite	-0.41
pariah	-0.21
parody	-0.21
partiality	-0.61
partisan	-0.41
partisans	-0.51
passe	-0.11
passive	-0.31
passiveness	-0.71
pathetic	-0.41
pathetically	-0.81
patronize	-0.51
paucity	-0.31
pauper	-0.21
paupers	-0.31
payback	-0.31
peculiar	-0.41
peculiarly	-0.61
pedantic	-0.41
peeled	-0.21
peeve	-0.11
peeved	-0.21
peevish	-0.31
peevishly	-0.51
penalize	-0.41
penalty	-0.31
perfidious	-0.61
perfidity	-0.51
perfunctory	-0.71
peril	-0.11
perilous	-0.41
perilously	-0.61
perish	-0.21
pernicious	-0.61
perplex	-0.31
perplexed	-0.51
perplexing	-0.61
perplexity	-0.61
persecute	-0.51
persecution	-0.71
pertinacious	-0.81
pertinaciously	-1.01
pertinacity	-0.71
perturb	-0.31
perturbed	-0.51
pervasive	-0.51
perverse	-0.41
perversely	-0.61
perversion	-0.61
perversity	-0.61
pervert	-0.31
perverted	-0.51
perverts	-0.41
pessimism	-0.51
pessimistic	-0.71
pessimistically	-1.11
pest	-0.01
pestilent	-0.51
petrified	-0.51
petrify	-0.31
pettifog	-0.41
petty	-0.11
phobia	-0.21
phobic	-0.21
phony	-0.11
picket	-0.21
picketed	-0.41
picketing	-0.51
pickets	-0.31
picky	-0.11
pig	0
pigs	-0.01
pillage	-0.31
pillory	-0.31
pimple	-0.21
pinch	-0.11
pique	-0.11
pitiable	-0.41
pitiful	-0.31
pitifully	-0.51
pitiless	-0.41
pitilessly	-0.61
pittance	-0.41
pity	-0.01
plagiarize	-0.61
plague	-0.21
plasticky	-0.51
plaything	-0.51
plea	-0.01
pleas	-0.11
plebeian	-0.41
plight	-0.21
plot	-0.01
plotters	-0.41
ploy	-0.01
plunder	-0.31
plunderer	-0.51
pointless	-0.51
pointlessly	-0.71
poison	-0.21
poisonous	-0.51
poisonously	-0.71
pokey	-0.11
poky	-0.01
polarisation	-0.81
polemize	-0.41
pollute	-0.31
polluter	-0.41
polluters	-0.51
polution	-0.41
pompous	-0.31
poor	-0.01
poorer	-0.21
poorest	-0.31
poorly	-0.21
posturing	-0.51
pout	-0.01
poverty	-0.31
powerless	-0.51
prate	-0.11
pratfall	-0.41
prattle	-0.31
precarious	-0.61
precariously	-0.81
precipitate	-0.71
precipitous	-0.71
predatory	-0.51
predicament	-0.71
prejudge	-0.41
prejudice	-0.51
prejudices	-0.61
prejudicial	-0.71
premeditated	-0.81
preoccupy	-0.51
preposterous	-0.81
preposterously	-1.01
presumptuous	-0.81
presumptuously	-1.01
pretence	-0.41
pretend	-0.31
pretense	-0.41
pretentious	-0.71
pretentiously	-0.91
prevaricate	-0.71
pricey	-0.21
pricier	-0.31
prick	-0.11
prickle	-0.31
prickles	-0.41
prideful	-0.41
prik	-0.01
primitive	-0.51
prison	-0.21
prisoner	-0.41
problem	-0.31
problematic	-0.71
problems	-0.41
procrastinate	-0.91
procrastinates	-1.01
procrastination	-1.11
profane	-0.31
profanity	-0.51
prohibit	-0.41
prohibitive	-0.71
prohibitively	-0.91
propaganda	-0.61
propagandize	-0.81
proprietary	-0.71
prosecute	-0.51
protest	-0.31
protested	-0.51
protesting	-0.61
protests	-0.41
protracted	-0.61
provocation	-0.71
provocative	-0.71
provoke	-0.31
pry	0
pugnacious	-0.61
pugnaciously	-0.81
pugnacity	-0.51
punch	-0.11
punish	-0.21
punishable	-0.61
punitive	-0.41
punk	-0.01
puny	-0.01
puppet	-0.21
puppets	-0.31
puzzled	-0.31
puzzlement	-0.61
puzzling	-0.41
quack	-0.11
qualm	-0.11
qualms	-0.21
quandary	-0.41
quarrel	-0.31
quarrellous	-0.71
quarrellously	-0.91
quarrels	-0.41
quarrelsome	-0.71
quash	-0.11
queer	-0.11
questionable	-0.81
quibble	-0.31
quibbles	-0.41
quitter	-0.31
rabid	-0.11
racism	-0.21
racist	-0.21
racists	-0.31
racy	-0.01
radical	-0.31
radicalization	-1.01
radically	-0.51
radicals	-0.41
rage	-0.01
ragged	-0.21
raging	-0.21
rail	-0.01
raked	-0.11
rampage	-0.31
rampant	-0.31
ramshackle	-0.61
rancor	-0.21
randomly	-0.41
rankle	-0.21
rant	-0.01
ranted	-0.21
ranting	-0.31
rantingly	-0.51
rants	-0.11
rape	-0.01
raped	-0.11
raping	-0.21
rascal	-0.21
rascals	-0.31
rash	-0.01
rattle	-0.21
rattled	-0.31
rattles	-0.31
ravage	-0.21
raving	-0.21
reactionary	-0.71
rebellious	-0.61
rebuff	-0.21
rebuke	-0.21
recalcitrant	-0.81
recant	-0.21
recession	-0.51
recessionary	-0.81
reckless	-0.41
recklessly	-0.61
recklessness	-0.81
recoil	-0.21
recourses	-0.51
redundancy	-0.61
redundant	-0.51
refusal	-0.31
refuse	-0.21
refused	-0.31
refuses	-0.31
refusing	-0.41
refutation	-0.61
refute	-0.21
refuted	-0.31
refutes	-0.31
refuting	-0.41
regress	-0.31
regression	-0.61
regressive	-0.61
regret	-0.21
regreted	-0.41
regretful	-0.51
regretfully	-0.71
regrets	-0.31
regrettable	-0.71
regrettably	-0.71
regretted	-0.51
reject	-0.21
rejected	-0.41
rejecting	-0.51
rejection	-0.51
rejects	-0.31
relapse	-0.31
relentless	-0.61
relentlessly	-0.81
relentlessness	-1.01
reluctance	-0.61
reluctant	-0.51
reluctantly	-0.71
remorse	-0.31
remorseful	-0.61
remorsefully	-0.81
remorseless	-0.71
remorselessly	-0.91
remorselessness	-1.11
renounce	-0.41
renunciation	-0.81
repel	-0.11
repetitive	-0.61
reprehensible	-0.91
reprehensibly	-0.91
reprehension	-0.81
reprehensive	-0.81
repress	-0.31
repression	-0.61
repressive	-0.61
reprimand	-0.51
reproach	-0.41
reproachful	-0.71
reprove	-0.31
reprovingly	-0.71
repudiate	-0.51
repudiation	-0.71
repugn	-0.21
repugnance	-0.61
repugnant	-0.51
repugnantly	-0.71
repulse	-0.31
repulsed	-0.41
repulsing	-0.51
repulsive	-0.51
repulsively	-0.71
repulsiveness	-0.91
resent	-0.21
resentful	-0.51
resentment	-0.61
resignation	-0.71
resigned	-0.41
resistance	-0.61
restless	-0.41
restlessness	-0.81
restrict	-0.41
restricted	-0.61
restriction	-0.71
restrictive	-0.71
resurgent	-0.51
retaliate	-0.51
retaliatory	-0.71
retard	-0.21
retarded	-0.41
retardedness	-0.81
retards	-0.31
reticent	-0.41
retract	-0.31
retreat	-0.31
retreated	-0.51
revenge	-0.31
revengeful	-0.61
revengefully	-0.81
revert	-0.21
revile	-0.21
reviled	-0.31
revoke	-0.21
revolt	-0.21
revolting	-0.51
revoltingly	-0.71
revulsion	-0.51
revulsive	-0.51
rhapsodize	-0.61
rhetoric	-0.41
rhetorical	-0.61
ricer	-0.11
ridicule	-0.41
ridicules	-0.51
ridiculous	-0.61
ridiculously	-0.81
rife	-0.01
rift	-0.01
rifts	-0.11
rigid	-0.11
rigidity	-0.41
rigidness	-0.51
rile	-0.01
riled	-0.11
rip	0
rip-off	-0.31
ripoff	-0.21
ripped	-0.21
risk	-0.01
risks	-0.11
risky	-0.11
rival	-0.11
rivalry	-0.31
roadblocks	-0.61
rocky	-0.11
rogue	-0.11
rollercoaster	-0.91
rot	0
rotten	-0.21
rough	-0.11
rremediable	-0.71
rubbish	-0.31
rude	-0.01
rue	0
ruffian	-0.31
ruffle	-0.21
ruin	-0.01
ruined	-0.21
ruining	-0.31
ruinous	-0.31
ruins	-0.11
rumbling	-0.41
rumor	-0.11
rumors	-0.21
rumours	-0.31
rumple	-0.21
run-down	-0.41
runaway	-0.31
rupture	-0.31
rust	-0.01
rusts	-0.11
rusty	-0.11
rut	0
ruthless	-0.41
ruthlessly	-0.61
ruthlessness	-0.81
ruts	-0.01
sabotage	-0.41
sack	-0.01
sacrificed	-0.61
sad	0
sadden	-0.21
sadly	-0.11
sadness	-0.31
sag	0
sagged	-0.21
sagging	-0.31
saggy	-0.11
sags	-0.01
salacious	-0.51
sanctimonious	-0.91
sap	0
sarcasm	-0.31
sarcastic	-0.51
sarcastically	-0.91
sardonic	-0.41
sardonically	-0.81
sass	-0.01
satirical	-0.51
satirize	-0.41
savage	-0.21
savaged	-0.31
savagery	-0.41
savages	-0.31
scaly	-0.11
scam	-0.01
scams	-0.11
scandal	-0.31
scandalize	-0.61
scandalized	-0.71
scandalous	-0.61
scandalously	-0.81
scandals	-0.41
scandel	-0.31
scandels	-0.41
scant	-0.11
scapegoat	-0.51
scar	-0.01
scarce	-0.21
scarcely	-0.41
scarcity	-0.41
scare	-0.11
scared	-0.21
scarier	-0.31
scariest	-0.41
scarily	-0.31
scarred	-0.31
scars	-0.11
scary	-0.11
scathing	-0.41
scathingly	-0.61
sceptical	-0.51
scoff	-0.11
scoffingly	-0.61
scold	-0.11
scolded	-0.31
scolding	-0.41
scoldingly	-0.61
scorching	-0.51
scorchingly	-0.71
scorn	-0.11
scornful	-0.41
scornfully	-0.61
scoundrel	-0.51
scourge	-0.31
scowl	-0.11
scramble	-0.41
scrambled	-0.51
scrambles	-0.51
scrambling	-0.61
scrap	-0.11
scratch	-0.31
scratched	-0.51
scratches	-0.51
scratchy	-0.41
scream	-0.21
screech	-0.31
screw-up	-0.41
screwed	-0.31
screwed-up	-0.61
screwy	-0.21
scuff	-0.11
scuffs	-0.21
scum	-0.01
scummy	-0.21
second-class	-0.81
second-tier	-0.71
secretive	-0.51
sedentary	-0.51
seedy	-0.11
seethe	-0.21
seething	-0.41
self-coup	-0.51
self-criticism	-1.01
self-defeating	-1.01
self-destructive	-1.21
self-humiliation	-1.21
self-interest	-0.91
self-interested	-1.11
self-serving	-0.81
selfinterested	-1.01
selfish	-0.31
selfishly	-0.51
selfishness	-0.71
semi-retarded	-0.91
senile	-0.21
sensationalize	-1.01
senseless	-0.51
senselessly	-0.71
seriousness	-0.71
sermonize	-0.51
servitude	-0.51
set-up	-0.21
setback	-0.31
setbacks	-0.41
sever	-0.11
severe	-0.21
severity	-0.41
sh*t	-0.01
shabby	-0.21
shadowy	-0.31
shady	-0.11
shake	-0.11
shaky	-0.11
shallow	-0.31
sham	-0.01
shambles	-0.41
shame	-0.11
shameful	-0.41
shamefully	-0.61
shamefulness	-0.81
shameless	-0.51
shamelessly	-0.71
shamelessness	-0.91
shark	-0.11
sharply	-0.31
shatter	-0.31
shemale	-0.31
shimmer	-0.31
shimmy	-0.21
shipwreck	-0.51
shirk	-0.11
shirker	-0.31
shit	-0.01
shiver	-0.21
shock	-0.11
shocked	-0.31
shocking	-0.41
shockingly	-0.61
shoddy	-0.21
short-lived	-0.71
shortage	-0.41
shortchange	-0.71
shortcoming	-0.71
shortcomings	-0.81
shortness	-0.51
shortsighted	-0.81
shortsightedness	-1.21
showdown	-0.41
shrew	-0.11
shriek	-0.21
shrill	-0.21
shrilly	-0.31
shrivel	-0.31
shroud	-0.21
shrouded	-0.41
shrug	-0.11
shun	-0.01
shunned	-0.31
sick	-0.01
sicken	-0.21
sickening	-0.51
sickeningly	-0.71
sickly	-0.21
sickness	-0.41
sidetrack	-0.51
sidetracked	-0.71
siege	-0.11
sillily	-0.31
silly	-0.11
simplistic	-0.61
simplistically	-1.01
sin	0
sinful	-0.21
sinfully	-0.41
sinister	-0.41
sinisterly	-0.61
sink	-0.01
sinking	-0.31
skeletons	-0.51
skeptic	-0.31
skeptical	-0.51
skeptically	-0.71
skepticism	-0.61
sketchy	-0.31
skimpy	-0.21
skinny	-0.21
skittish	-0.41
skittishly	-0.61
skulk	-0.11
slack	-0.11
slander	-0.31
slanderer	-0.51
slanderous	-0.61
slanderously	-0.81
slanders	-0.41
slap	-0.01
slashing	-0.41
slaughter	-0.51
slaughtered	-0.71
slave	-0.11
slaves	-0.21
sleazy	-0.21
slime	-0.11
slog	-0.01
slogged	-0.31
slogging	-0.41
slogs	-0.11
sloooooooooooooow	-1.31
sloooow	-0.31
slooow	-0.21
sloow	-0.11
sloppily	-0.41
sloppy	-0.21
sloth	-0.11
slothful	-0.41
slow	-0.01
slow-moving	-0.71
slowed	-0.21
slower	-0.21
slowest	-0.31
slowly	-0.21
sloww	-0.11
slowww	-0.21
slowwww	-0.31
slug	-0.01
sluggish	-0.41
slump	-0.11
slumping	-0.41
slumpping	-0.51
slur	-0.01
slut	-0.01
sluts	-0.11
sly	0
smack	-0.11
smallish	-0.41
smash	-0.11
smear	-0.11
smell	-0.11
smelled	-0.31
smelling	-0.41
smells	-0.21
smelly	-0.21
smelt	-0.11
smoke	-0.11
smokescreen	-0.71
smolder	-0.31
smoldering	-0.61
smother	-0.31
smoulder	-0.41
smouldering	-0.71
smudge	-0.21
smudged	-0.31
smudges	-0.31
smudging	-0.41
smug	-0.01
smugly	-0.21
smut	-0.01
smuttier	-0.41
smuttiest	-0.51
smutty	-0.21
snag	-0.01
snagged	-0.31
snagging	-0.41
snags	-0.11
snappish	-0.41
snappishly	-0.61
snare	-0.11
snarky	-0.21
snarl	-0.11
sneak	-0.11
sneakily	-0.41
sneaky	-0.21
sneer	-0.11
sneering	-0.41
sneeringly	-0.61
snob	-0.01
snobbish	-0.41
snobby	-0.21
snobish	-0.31
snobs	-0.11
snub	-0.01
so-cal	-0.21
soapy	-0.11
sob	0
sober	-0.11
sobering	-0.41
solemn	-0.21
solicitude	-0.61
somber	-0.21
sore	-0.01
sorely	-0.21
soreness	-0.41
sorrow	-0.21
sorrowful	-0.51
sorrowfully	-0.71
sorry	-0.11
sour	-0.01
sourly	-0.21
spade	-0.11
spank	-0.11
spendy	-0.21
spew	-0.01
spewed	-0.21
spewing	-0.31
spews	-0.11
spilling	-0.41
spinster	-0.41
spiritless	-0.61
spite	-0.11
spiteful	-0.41
spitefully	-0.61
spitefulness	-0.81
splatter	-0.41
split	-0.11
splitting	-0.51
spoil	-0.11
spoilage	-0.41
spoilages	-0.51
spoiled	-0.31
spoilled	-0.41
spoils	-0.21
spook	-0.11
spookier	-0.41
spookiest	-0.51
spookily	-0.41
spooky	-0.21
spoon-fed	-0.51
spoon-feed	-0.61
spoonfed	-0.41
sporadic	-0.41
spotty	-0.21
spurious	-0.41
spurn	-0.11
sputter	-0.31
squabble	-0.41
squabbling	-0.61
squander	-0.41
squash	-0.21
squeak	-0.21
squeaks	-0.31
squeaky	-0.31
squeal	-0.21
squealing	-0.51
squeals	-0.31
squirm	-0.21
stab	-0.01
stagnant	-0.41
stagnate	-0.41
stagnation	-0.61
staid	-0.11
stain	-0.11
stains	-0.21
stale	-0.11
stalemate	-0.51
stall	-0.11
stalls	-0.21
stammer	-0.31
stampede	-0.41
standstill	-0.61
stark	-0.11
starkly	-0.31
startle	-0.31
startling	-0.51
startlingly	-0.71
starvation	-0.61
starve	-0.21
static	-0.21
steal	-0.11
stealing	-0.41
steals	-0.21
steep	-0.11
steeply	-0.31
stench	-0.21
stereotype	-0.61
stereotypical	-0.91
stereotypically	-1.11
stern	-0.11
stew	-0.01
sticky	-0.21
stiff	-0.11
stiffness	-0.51
stifle	-0.21
stifling	-0.41
stiflingly	-0.61
stigma	-0.21
stigmatize	-0.61
sting	-0.11
stinging	-0.41
stingingly	-0.61
stingy	-0.21
stink	-0.11
stinks	-0.21
stodgy	-0.21
stole	-0.11
stolen	-0.21
stooge	-0.21
stooges	-0.31
stormy	-0.21
straggle	-0.41
straggler	-0.51
strain	-0.21
strained	-0.41
straining	-0.51
strange	-0.31
strangely	-0.51
stranger	-0.41
strangest	-0.51
strangle	-0.41
streaky	-0.31
strenuous	-0.51
stress	-0.21
stresses	-0.41
stressful	-0.51
stressfully	-0.71
stricken	-0.41
strict	-0.21
strictly	-0.41
strident	-0.41
stridently	-0.61
strife	-0.21
strike	-0.21
stringent	-0.51
stringently	-0.71
struck	-0.21
struggle	-0.41
struggled	-0.51
struggles	-0.51
struggling	-0.61
strut	-0.11
stubborn	-0.41
stubbornly	-0.61
stubbornness	-0.81
stuck	-0.11
stuffy	-0.21
stumble	-0.31
stumbled	-0.41
stumbles	-0.41
stump	-0.11
stumped	-0.31
stumps	-0.21
stun	-0.01
stunt	-0.11
stunted	-0.31
stupid	-0.21
stupidest	-0.51
stupidity	-0.51
stupidly	-0.41
stupified	-0.51
stupify	-0.31
stupor	-0.21
stutter	-0.31
stuttered	-0.51
stuttering	-0.61
stutters	-0.41
sty	0
stymied	-0.31
sub-par	-0.31
subdued	-0.31
subjected	-0.51
subjection	-0.61
subjugate	-0.51
subjugation	-0.71
submissive	-0.61
subordinate	-0.71
subpoena	-0.41
subpoenas	-0.51
subservience	-0.81
subservient	-0.71
substandard	-0.71
subtract	-0.41
subversion	-0.61
subversive	-0.61
subversively	-0.81
subvert	-0.31
succumb	-0.31
suck	-0.01
sucked	-0.21
sucker	-0.21
sucks	-0.11
sucky	-0.11
sue	0
sued	-0.01
sueing	-0.21
sues	-0.01
suffer	-0.21
suffered	-0.41
sufferer	-0.41
sufferers	-0.51
suffering	-0.51
suffers	-0.31
suffocate	-0.51
sugar-coat	-0.61
sugar-coated	-0.81
sugarcoated	-0.71
suicidal	-0.41
suicide	-0.31
sulk	-0.01
sullen	-0.21
sully	-0.11
sunder	-0.21
sunk	-0.01
sunken	-0.21
superficial	-0.71
superficiality	-1.01
superficially	-0.91
superfluous	-0.71
superstition	-0.81
superstitious	-0.91
suppress	-0.41
suppression	-0.71
surrender	-0.51
susceptible	-0.71
suspect	-0.31
suspicion	-0.51
suspicions	-0.61
suspicious	-0.61
suspiciously	-0.81
swagger	-0.31
swamped	-0.31
sweaty	-0.21
swelled	-0.31
swelling	-0.41
swindle	-0.31
swipe	-0.11
swollen	-0.31
symptom	-0.31
symptoms	-0.41
syndrome	-0.41
taboo	-0.11
tacky	-0.11
taint	-0.11
tainted	-0.31
tamper	-0.21
tangle	-0.21
tangled	-0.31
tangles	-0.31
tank	-0.01
tanked	-0.21
tanks	-0.11
tantrum	-0.31
tardy	-0.11
tarnish	-0.31
tarnished	-0.51
tarnishes	-0.51
tarnishing	-0.61
tattered	-0.41
taunt	-0.11
taunting	-0.41
tauntingly	-0.61
taunts	-0.21
taut	-0.01
tawdry	-0.21
taxing	-0.21
tease	-0.11
teasingly	-0.51
tedious	-0.31
tediously	-0.51
temerity	-0.41
temper	-0.21
tempest	-0.31
temptation	-0.61
tenderness	-0.61
tense	-0.11
tension	-0.31
tentative	-0.51
tentatively	-0.71
tenuous	-0.31
tenuously	-0.51
tepid	-0.11
terrible	-0.41
terribleness	-0.81
terribly	-0.41
terror	-0.21
terror-genic	-0.81
terrorism	-0.51
terrorize	-0.51
testily	-0.31
testy	-0.11
tetchily	-0.41
tetchy	-0.21
thankless	-0.51
thicker	-0.31
thirst	-0.21
thorny	-0.21
thoughtless	-0.71
thoughtlessly	-0.91
thoughtlessness	-1.11
thrash	-0.21
threat	-0.21
threaten	-0.41
threatening	-0.71
threats	-0.31
threesome	-0.51
throb	-0.11
throbbed	-0.41
throbbing	-0.51
throbs	-0.21
throttle	-0.41
thug	-0.01
thumb-down	-0.61
thumbs-down	-0.71
thwart	-0.21
time-consuming	-1.01
timid	-0.11
timidity	-0.41
timidly	-0.31
timidness	-0.51
tin-y	-0.11
tingled	-0.31
tingling	-0.41
tired	-0.11
tiresome	-0.41
tiring	-0.21
tiringly	-0.41
toil	-0.01
toll	-0.01
top-heavy	-0.51
topple	-0.21
torment	-0.31
tormented	-0.51
torrent	-0.31
tortuous	-0.41
torture	-0.31
tortured	-0.41
tortures	-0.41
torturing	-0.51
torturous	-0.51
torturously	-0.71
totalitarian	-0.81
touchy	-0.21
toughness	-0.51
tout	-0.01
touted	-0.21
touts	-0.11
toxic	-0.11
traduce	-0.31
tragedy	-0.31
tragic	-0.21
tragically	-0.61
traitor	-0.31
traitorous	-0.61
traitorously	-0.81
tramp	-0.11
trample	-0.31
transgress	-0.61
transgression	-0.91
trap	-0.01
traped	-0.21
trapped	-0.31
trash	-0.11
trashed	-0.31
trashy	-0.21
trauma	-0.21
traumatic	-0.51
traumatically	-0.91
traumatize	-0.61
traumatized	-0.71
travesties	-0.61
travesty	-0.41
treacherous	-0.71
treacherously	-0.91
treachery	-0.51
treason	-0.31
treasonous	-0.61
trick	-0.11
tricked	-0.31
trickery	-0.41
tricky	-0.21
trivial	-0.31
trivialize	-0.61
trouble	-0.31
troubled	-0.41
troublemaker	-0.81
troubles	-0.41
troublesome	-0.71
troublesomely	-0.91
troubling	-0.51
troublingly	-0.71
truant	-0.21
tumble	-0.21
tumbled	-0.31
tumbles	-0.31
tumultuous	-0.61
turbulent	-0.51
turmoil	-0.31
twist	-0.11
twisted	-0.31
twists	-0.21
two-faced	-0.51
two-faces	-0.51
tyrannical	-0.61
tyrannically	-0.81
tyranny	-0.31
tyrant	-0.21
ugh	0
uglier	-0.21
ugliest	-0.31
ugliness	-0.41
ugly	-0.01
ulterior	-0.41
ultimatum	-0.51
ultimatums	-0.61
ultra-hardline	-1.01
un-viewable	-0.71
unable	-0.21
unacceptable	-0.81
unacceptablely	-1.01
unacceptably	-0.81
unaccessible	-0.81
unaccustomed	-0.81
unachievable	-0.81
unaffordable	-0.81
unappealing	-0.71
unattractive	-0.81
unauthentic	-0.71
unavailable	-0.71
unavoidably	-0.71
unbearable	-0.61
unbearablely	-0.81
unbelievable	-0.81
unbelievably	-0.81
uncaring	-0.41
uncertain	-0.51
uncivil	-0.31
uncivilized	-0.71
unclean	-0.31
unclear	-0.31
uncollectible	-0.91
uncomfortable	-0.91
uncomfortably	-0.91
uncomfy	-0.31
uncompetitive	-0.91
uncompromising	-1.01
uncompromisingly	-1.21
unconfirmed	-0.71
unconstitutional	-1.21
uncontrolled	-0.81
unconvincing	-0.81
unconvincingly	-1.01
uncooperative	-0.91
uncouth	-0.31
uncreative	-0.61
undecided	-0.51
undefined	-0.51
undependability	-1.11
undependable	-0.81
undercut	-0.41
undercuts	-0.51
undercutting	-0.81
underdog	-0.41
underestimate	-0.91
underlings	-0.61
undermine	-0.51
undermined	-0.61
undermines	-0.61
undermining	-0.71
underpaid	-0.51
underpowered	-0.81
undersized	-0.61
undesirable	-0.71
undetermined	-0.81
undid	-0.11
undignified	-0.71
undissolved	-0.71
undocumented	-0.81
undone	-0.21
undue	-0.11
unease	-0.21
uneasily	-0.41
uneasiness	-0.61
uneasy	-0.21
uneconomical	-0.81
unemployed	-0.61
unequal	-0.31
unethical	-0.51
uneven	-0.21
uneventful	-0.61
unexpected	-0.61
unexpectedly	-0.81
unexplained	-0.71
unfairly	-0.41
unfaithful	-0.61
unfaithfully	-0.81
unfamiliar	-0.61
unfavorable	-0.71
unfeeling	-0.51
unfinished	-0.61
unfit	-0.11
unforeseen	-0.61
unforgiving	-0.71
unfortunate	-0.71
unfortunately	-0.91
unfounded	-0.51
unfriendly	-0.61
unfulfilled	-0.71
unfunded	-0.41
ungovernable	-0.81
ungrateful	-0.61
unhappily	-0.51
unhappiness	-0.71
unhappy	-0.31
unhealthy	-0.51
unhelpful	-0.51
unilateralism	-0.91
unimaginable	-0.81
unimaginably	-0.81
unimportant	-0.71
uninformed	-0.61
uninsured	-0.51
